"Dokumentnummer"	"Linjenummer"	"Art_kode"	"Registreringsmerke_seddel"	"Fangstår"	"SisteFangstdato"	"Redskap_kode"	"HovedgruppeRedskap_kode"	"Hovedområde_kode"	"Lokasjon_kode"	"StørsteLengde"	"Fartøynasjonalitet_kode"	"KystHav_kode"	"Landingsdato"	"Landingsklokkeslett"	"Landingskommune_kode"	"Landingskommune"	"Landingsfylke_kode"	"Landingsfylke"	"Landingsnasjon_kode"	"Landingsnasjon_bokmål"	"Produksjonsanlegg"	"Produksjonskommune_kode"	"Produksjonskommune"
"1572956"	3	"2013"	"H 0175B"	2021	"10.05.2021"	"51"	NA	"41"	"75"	61.54	"NOR"	0	"11.05.2021"	"16:26:00"	1149	"KARMØY"	11	"Rogaland"	"NOR"	"NORGE"	NA	NA	NA
"1572935"	3	"2013"	"T 0055G"	2021	"08.05.2021"	"51"	NA	"08"	"06"	69.99	"NOR"	0	"10.05.2021"	"12:30:00"	1149	"KARMØY"	11	"Rogaland"	"NOR"	"NORGE"	NA	NA	NA
"1572966"	3	"2013"	"H 0030B"	2021	"11.05.2021"	"51"	NA	"41"	"75"	61.86	"NOR"	0	"12.05.2021"	"22:15:00"	1149	"KARMØY"	11	"Rogaland"	"NOR"	"NORGE"	NA	NA	NA
"1572847"	6	"2013"	"H 0004B"	2021	"21.04.2021"	"51"	NA	"08"	"06"	68.3	"NOR"	0	"23.04.2021"	"17:25:00"	1149	"KARMØY"	11	"Rogaland"	"NOR"	"NORGE"	NA	NA	NA
"1572919"	2	"2013"	"M 0158SM"	2021	"03.05.2021"	"51"	NA	"08"	"06"	53.9	"NOR"	0	"04.05.2021"	"19:20:00"	1149	"KARMØY"	11	"Rogaland"	"NOR"	"NORGE"	NA	NA	NA
"1572973"	5	"2013"	"VL0001ØN"	2021	"12.05.2021"	"51"	NA	"41"	"75"	86.1	"NOR"	0	"13.05.2021"	"07:43:00"	1149	"KARMØY"	11	"Rogaland"	"NOR"	"NORGE"	NA	NA	NA
"1573032"	3	"2013"	"H 0388B"	2021	"20.05.2021"	"51"	NA	"41"	"74"	68.8	"NOR"	0	"21.05.2021"	"22:56:00"	1149	"KARMØY"	11	"Rogaland"	"NOR"	"NORGE"	NA	NA	NA
"1573044"	3	"2013"	"H 0365AV"	2021	"21.05.2021"	"51"	NA	"41"	"74"	78.75	"NOR"	0	"23.05.2021"	"13:09:00"	1149	"KARMØY"	11	"Rogaland"	"NOR"	"NORGE"	NA	NA	NA
"1572856"	4	"2013"	"R 0001K"	2021	"24.04.2021"	"51"	NA	"08"	"06"	65	"NOR"	0	"25.04.2021"	"16:01:00"	1149	"KARMØY"	11	"Rogaland"	"NOR"	"NORGE"	NA	NA	NA
"1573045"	6	"2013"	"R 0022B"	2021	"21.05.2021"	"51"	NA	"41"	"74"	42.5	"NOR"	0	"23.05.2021"	"19:33:00"	1149	"KARMØY"	11	"Rogaland"	"NOR"	"NORGE"	NA	NA	NA
"1572895"	5	"2013"	"H 0001AV"	2021	"30.04.2021"	"51"	NA	"08"	"06"	67	"NOR"	0	"01.05.2021"	"16:41:00"	1149	"KARMØY"	11	"Rogaland"	"NOR"	"NORGE"	NA	NA	NA
"1573848"	6	"2013"	"R 0003K"	2021	"17.06.2021"	"51"	NA	"08"	"01"	61.75	"NOR"	0	"18.06.2021"	"09:49:00"	1149	"KARMØY"	11	"Rogaland"	"NOR"	"NORGE"	NA	NA	NA
"1573828"	9	"2013"	"H 0004B"	2021	"16.06.2021"	"51"	NA	"08"	"14"	68.3	"NOR"	0	"17.06.2021"	"10:11:00"	1149	"KARMØY"	11	"Rogaland"	"NOR"	"NORGE"	NA	NA	NA
"1572833"	7	"2013"	"M 0023HØ"	2021	"20.04.2021"	"51"	NA	"08"	"06"	69.95	"NOR"	0	"22.04.2021"	"07:01:00"	1149	"KARMØY"	11	"Rogaland"	"NOR"	"NORGE"	NA	NA	NA
"1573093"	4	"2013"	"M 0095MD"	2021	"25.05.2021"	"51"	NA	"41"	"74"	62.6	"NOR"	0	"26.05.2021"	"12:39:00"	1149	"KARMØY"	11	"Rogaland"	"NOR"	"NORGE"	NA	NA	NA
"1574619"	9	"2013"	"H 0221B"	2021	"10.07.2021"	"51"	NA	"08"	"14"	49.96	"NOR"	0	"10.07.2021"	"08:12:00"	1149	"KARMØY"	11	"Rogaland"	"NOR"	"NORGE"	NA	NA	NA
"1574641"	5	"2013"	"H 0017BN"	2021	"11.07.2021"	"51"	NA	"08"	"07"	42.9	"NOR"	0	"12.07.2021"	"09:24:00"	1149	"KARMØY"	11	"Rogaland"	"NOR"	"NORGE"	NA	NA	NA
"1574840"	9	"2013"	"H 0004B"	2021	"24.07.2021"	"51"	NA	"08"	"14"	68.3	"NOR"	0	"25.07.2021"	"16:47:00"	1149	"KARMØY"	11	"Rogaland"	"NOR"	"NORGE"	NA	NA	NA
"1578598"	5	"2013"	"H 0004B"	2021	"17.10.2021"	"51"	NA	"08"	"11"	68.3	"NOR"	0	"18.10.2021"	"12:45:00"	1149	"KARMØY"	11	"Rogaland"	"NOR"	"NORGE"	NA	NA	NA
"1574596"	17	"2013"	"H 0030B"	2021	"09.07.2021"	"51"	NA	"08"	"13"	61.86	"NOR"	0	"10.07.2021"	"07:11:00"	1149	"KARMØY"	11	"Rogaland"	"NOR"	"NORGE"	NA	NA	NA
"1574848"	8	"2013"	"VA0095K"	2021	"25.07.2021"	"51"	NA	"08"	"13"	38.7	"NOR"	0	"26.07.2021"	"07:56:00"	1149	"KARMØY"	11	"Rogaland"	"NOR"	"NORGE"	NA	NA	NA
"1574817"	10	"2013"	"M 0101SM"	2021	"22.07.2021"	"51"	NA	"28"	"52"	53	"NOR"	0	"23.07.2021"	"09:55:00"	1149	"KARMØY"	11	"Rogaland"	"NOR"	"NORGE"	NA	NA	NA
"1575492"	2	"2013"	"VA0095K"	2021	"16.08.2021"	"51"	NA	"08"	"07"	38.7	"NOR"	0	"17.08.2021"	"11:14:00"	1149	"KARMØY"	11	"Rogaland"	"NOR"	"NORGE"	NA	NA	NA
"1575089"	6	"2013"	"R 0001K"	2021	"07.08.2021"	"51"	NA	"28"	"09"	65	"NOR"	0	"08.08.2021"	"10:24:00"	1149	"KARMØY"	11	"Rogaland"	"NOR"	"NORGE"	NA	NA	NA
"1575187"	4	"2013"	"H 0140AV"	2021	"09.08.2021"	"51"	NA	"08"	"09"	64	"NOR"	0	"10.08.2021"	"09:05:00"	1149	"KARMØY"	11	"Rogaland"	"NOR"	"NORGE"	NA	NA	NA
"1578279"	5	"2013"	"H 0020B"	2021	"10.10.2021"	"51"	NA	"08"	"13"	63.97	"NOR"	0	"11.10.2021"	"09:16:00"	1149	"KARMØY"	11	"Rogaland"	"NOR"	"NORGE"	NA	NA	NA
"1578271"	1	"2013"	"R 0007K"	2021	"10.10.2021"	"51"	NA	"08"	"13"	60.4	"NOR"	0	"11.10.2021"	"07:37:00"	1149	"KARMØY"	11	"Rogaland"	"NOR"	"NORGE"	NA	NA	NA
"1574803"	23	"2013"	"R 0022B"	2021	"21.07.2021"	"51"	NA	"28"	"09"	42.5	"NOR"	0	"22.07.2021"	"15:43:00"	1149	"KARMØY"	11	"Rogaland"	"NOR"	"NORGE"	NA	NA	NA
"1572830"	4	"2013"	"H 0002F"	2021	"20.04.2021"	"51"	NA	"08"	"06"	64	"NOR"	0	"21.04.2021"	"12:52:00"	1149	"KARMØY"	11	"Rogaland"	"NOR"	"NORGE"	NA	NA	NA
"1575480"	4	"2013"	"VA0330S"	2021	"15.08.2021"	"51"	NA	"08"	"07"	40.3	"NOR"	0	"16.08.2021"	"10:18:00"	1149	"KARMØY"	11	"Rogaland"	"NOR"	"NORGE"	NA	NA	NA
"1574462"	7	"2013"	"H 0221B"	2021	"05.07.2021"	"51"	NA	"08"	"13"	49.96	"NOR"	0	"06.07.2021"	"07:12:00"	1149	"KARMØY"	11	"Rogaland"	"NOR"	"NORGE"	NA	NA	NA
"1572818"	5	"2013"	"R 0003K"	2021	"16.04.2021"	"51"	NA	"08"	"06"	61.75	"NOR"	0	"17.04.2021"	"07:48:00"	1149	"KARMØY"	11	"Rogaland"	"NOR"	"NORGE"	NA	NA	NA
"1574678"	2	"2013"	"H 0004B"	2021	"13.07.2021"	"51"	NA	"08"	"14"	68.3	"NOR"	0	"14.07.2021"	"07:57:00"	1149	"KARMØY"	11	"Rogaland"	"NOR"	"NORGE"	NA	NA	NA
"1572869"	6	"2013"	"H 0002F"	2021	"26.04.2021"	"51"	NA	"08"	"06"	64	"NOR"	0	"28.04.2021"	"18:30:00"	1149	"KARMØY"	11	"Rogaland"	"NOR"	"NORGE"	NA	NA	NA
"1572889"	4	"2013"	"H 0175B"	2021	"29.04.2021"	"51"	NA	"08"	"06"	61.54	"NOR"	0	"30.04.2021"	"13:43:00"	1149	"KARMØY"	11	"Rogaland"	"NOR"	"NORGE"	NA	NA	NA
"1572903"	2	"2013"	"H 0002F"	2021	"01.05.2021"	"51"	NA	"08"	"06"	64	"NOR"	0	"03.05.2021"	"16:23:00"	1149	"KARMØY"	11	"Rogaland"	"NOR"	"NORGE"	NA	NA	NA
"1572897"	4	"2013"	"H 0365AV"	2021	"01.05.2021"	"51"	NA	"08"	"06"	78.75	"NOR"	0	"02.05.2021"	"17:42:00"	1149	"KARMØY"	11	"Rogaland"	"NOR"	"NORGE"	NA	NA	NA
"1574411"	7	"2013"	"H 0017BN"	2021	"04.07.2021"	"51"	NA	"08"	"13"	42.9	"NOR"	0	"05.07.2021"	"07:48:00"	1149	"KARMØY"	11	"Rogaland"	"NOR"	"NORGE"	NA	NA	NA
"1574837"	5	"2013"	"H 0140AV"	2021	"24.07.2021"	"51"	NA	"08"	"09"	64	"NOR"	0	"25.07.2021"	"11:59:00"	1149	"KARMØY"	11	"Rogaland"	"NOR"	"NORGE"	NA	NA	NA
"1572866"	4	"2013"	"H 0365AV"	2021	"25.04.2021"	"51"	NA	"08"	"06"	78.75	"NOR"	0	"27.04.2021"	"14:51:00"	1149	"KARMØY"	11	"Rogaland"	"NOR"	"NORGE"	NA	NA	NA
"1573897"	2	"2013"	"N 0119SO"	2021	"18.06.2021"	"11"	NA	"42"	"24"	54.05	"NOR"	0	"19.06.2021"	"09:03:00"	1149	"KARMØY"	11	"Rogaland"	"NOR"	"NORGE"	NA	NA	NA
"1573810"	2	"2013"	"H 0010AM"	2021	"15.06.2021"	"11"	NA	"08"	"53"	57.5	"NOR"	0	"16.06.2021"	"14:56:00"	1149	"KARMØY"	11	"Rogaland"	"NOR"	"NORGE"	NA	NA	NA
"227799"	1	"2013"	"M 0110G"	2021	"19.09.2021"	"51"	NA	"08"	"05"	74.8	"NOR"	0	"23.09.2021"	"16:16:00"	1507	"ÅLESUND"	15	"Møre og Romsdal"	"NOR"	"NORGE"	NA	NA	NA
"1573025"	3	"2013"	"H 0020B"	2021	"19.05.2021"	"51"	NA	"41"	"74"	63.97	"NOR"	0	"20.05.2021"	"19:51:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1578002"	2	"2013"	"R 0001K"	2021	"06.10.2021"	"51"	NA	"28"	"09"	65	"NOR"	0	"07.10.2021"	"09:09:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1576244"	1	"2013"	"H 0020B"	2021	"27.08.2021"	"53"	NA	"30"	"09"	63.97	"NOR"	0	"28.08.2021"	"19:03:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1575496"	1	"2013"	"N 0024ME"	2021	"16.08.2021"	"53"	NA	"30"	"08"	67.4	"NOR"	0	"16.08.2021"	"08:57:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1576619"	1	"2013"	"VA0110S"	2021	"05.09.2021"	"53"	NA	"30"	"09"	37.3	"NOR"	0	"06.09.2021"	"19:34:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1576618"	1	"2013"	"M 0101SM"	2021	"05.09.2021"	"53"	NA	"30"	"09"	53	"NOR"	0	"06.09.2021"	"17:31:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1573917"	2	"2013"	"H 0001AV"	2021	"18.06.2021"	"53"	NA	"28"	"11"	67	"NOR"	0	"19.06.2021"	"11:59:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1579733"	1	"2013"	"H 0388B"	2021	"14.11.2021"	"53"	NA	"07"	"15"	68.8	"NOR"	0	"14.11.2021"	"18:55:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1573791"	3	"2013"	"M 0158SM"	2021	"15.06.2021"	"53"	NA	"08"	"55"	53.9	"NOR"	0	"16.06.2021"	"08:09:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1574276"	2	"2013"	"H 0077AV"	2021	"29.06.2021"	"53"	NA	"28"	"51"	68.3	"NOR"	0	"30.06.2021"	"15:47:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1574144"	2	"2013"	"M 0095MD"	2021	"25.06.2021"	"53"	NA	"42"	"44"	62.6	"NOR"	0	"26.06.2021"	"09:12:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1578872"	2	"2013"	"M 0150HØ"	2021	"20.10.2021"	"53"	NA	"28"	"51"	80.4	"NOR"	0	"22.10.2021"	"18:30:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1578917"	2	"2013"	"M 0150HØ"	2021	"23.10.2021"	"53"	NA	"28"	"51"	80.4	"NOR"	0	"24.10.2021"	"12:14:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1579734"	1	"2013"	"H 0175B"	2021	"14.11.2021"	"53"	NA	"07"	"15"	61.54	"NOR"	0	"14.11.2021"	"19:47:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1573999"	3	"2013"	"N 0024ME"	2021	"21.06.2021"	"53"	NA	"28"	"52"	67.4	"NOR"	0	"21.06.2021"	"21:56:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1579735"	1	"2013"	"H 0221B"	2021	"14.11.2021"	"53"	NA	"07"	"15"	49.96	"NOR"	0	"14.11.2021"	"18:02:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1575452"	1	"2013"	"NK123"	2021	"13.08.2021"	"53"	NA	"34"	"05"	NA	"ISL"	0	"17.08.2021"	"15:12:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1576380"	1	"2013"	"TR0400V"	2021	"30.08.2021"	"53"	NA	"30"	"09"	45	"NOR"	0	"31.08.2021"	"17:53:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1578630"	1	"2013"	"M 0125H"	2021	"18.10.2021"	"53"	NA	"07"	"14"	75	"NOR"	0	"18.10.2021"	"10:58:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1576732"	1	"2013"	"T 0055G"	2021	"07.09.2021"	"53"	NA	"30"	"09"	69.99	"NOR"	0	"08.09.2021"	"08:33:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1573921"	2	"2013"	"TR0004O"	2021	"18.06.2021"	"53"	NA	"28"	"53"	79.95	"NOR"	0	"19.06.2021"	"17:06:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1576687"	1	"2013"	"H 0020B"	2021	"06.09.2021"	"53"	NA	"30"	"09"	63.97	"NOR"	0	"07.09.2021"	"08:51:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1574407"	2	"2013"	"M 0150HØ"	2021	"04.07.2021"	"53"	NA	"28"	"52"	80.4	"NOR"	0	"05.07.2021"	"15:56:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1573625"	3	"2013"	"M 0250HØ"	2021	"10.06.2021"	"53"	NA	"08"	"54"	69.95	"NOR"	0	"11.06.2021"	"19:16:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1576944"	1	"2013"	"VA0010S"	2021	"11.09.2021"	"54"	NA	"30"	"08"	14.98	"NOR"	0	"12.09.2021"	"13:05:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1576691"	1	"2013"	"M 0040HØ"	2021	"06.09.2021"	"53"	NA	"30"	"09"	70.3	"NOR"	0	"07.09.2021"	"11:37:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1576945"	1	"2013"	"VA0021M"	2021	"11.09.2021"	"54"	NA	"30"	"08"	14.98	"NOR"	0	"12.09.2021"	"13:11:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1577887"	1	"2013"	"H 0020B"	2021	"01.10.2021"	"53"	NA	"28"	"10"	63.97	"NOR"	0	"02.10.2021"	"18:44:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1579121"	3	"2013"	"R 0007K"	2021	"29.10.2021"	"51"	NA	"08"	"13"	60.4	"NOR"	0	"30.10.2021"	"11:59:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1572872"	5	"2013"	"H 0004B"	2021	"27.04.2021"	"51"	NA	"08"	"06"	68.3	"NOR"	0	"29.04.2021"	"16:23:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1572848"	5	"2013"	"T 0055G"	2021	"22.04.2021"	"51"	NA	"08"	"06"	69.99	"NOR"	0	"24.04.2021"	"18:40:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1572979"	5	"2013"	"H 0030B"	2021	"14.05.2021"	"51"	NA	"41"	"74"	61.86	"NOR"	0	"16.05.2021"	"17:43:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1573042"	4	"2013"	"H 0004B"	2021	"21.05.2021"	"51"	NA	"41"	"74"	68.3	"NOR"	0	"23.05.2021"	"06:00:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1572870"	5	"2013"	"M 0158SM"	2021	"27.04.2021"	"51"	NA	"08"	"06"	53.9	"NOR"	0	"28.04.2021"	"19:44:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1573013"	3	"2013"	"H 0221B"	2021	"18.05.2021"	"51"	NA	"41"	"74"	49.96	"NOR"	0	"20.05.2021"	"08:19:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1572901"	4	"2013"	"H 0388B"	2021	"01.05.2021"	"51"	NA	"08"	"06"	68.8	"NOR"	0	"03.05.2021"	"15:35:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1572886"	6	"2013"	"VL0001ØN"	2021	"29.04.2021"	"51"	NA	"08"	"06"	86.1	"NOR"	0	"01.05.2021"	"16:05:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1576359"	1	"2013"	"SF0028B"	2021	"30.08.2021"	"11"	NA	"30"	"14"	64	"NOR"	0	"31.08.2021"	"09:55:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1576751"	1	"2013"	"VL0111AV"	2021	"08.09.2021"	"11"	NA	"28"	"36"	14.96	"NOR"	8	"08.09.2021"	"09:15:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1576857"	1	"2013"	"H 0040AV"	2021	"10.09.2021"	"11"	NA	"28"	"36"	14.84	"NOR"	8	"10.09.2021"	"10:22:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1576613"	1	"2013"	"SF0008SU"	2021	"05.09.2021"	"11"	NA	"30"	"09"	27.1	"NOR"	0	"06.09.2021"	"09:44:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1576559"	1	"2013"	"VL0111AV"	2021	"04.09.2021"	"11"	NA	"07"	"33"	14.96	"NOR"	8	"04.09.2021"	"12:46:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1576445"	1	"2013"	"SF0227V"	2021	"28.08.2021"	"11"	NA	"28"	"36"	9.7	"NOR"	8	"01.09.2021"	"13:05:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1577748"	1	"2013"	"VL0014A"	2021	"30.09.2021"	"11"	NA	"28"	"36"	14.94	"NOR"	8	"30.09.2021"	"10:10:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1576614"	1	"2013"	"H 0260K"	2021	"03.09.2021"	"11"	NA	"30"	"04"	36.99	"NOR"	0	"05.09.2021"	"23:15:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1573888"	2	"2013"	"SF0001V"	2021	"18.06.2021"	"11"	NA	"08"	"53"	56.2	"NOR"	0	"19.06.2021"	"09:04:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1573951"	2	"2013"	"H 0010AM"	2021	"20.06.2021"	"11"	NA	"08"	"53"	57.5	"NOR"	0	"21.06.2021"	"08:39:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1576452"	1	"2013"	"TR0004O"	2021	"01.09.2021"	"11"	NA	"30"	"04"	79.95	"NOR"	0	"01.09.2021"	"20:33:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1577283"	1	"2013"	"H 0040AV"	2021	"17.09.2021"	"11"	NA	"28"	"36"	14.84	"NOR"	8	"17.09.2021"	"09:37:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1576225"	1	"2013"	"VL0055A"	2021	"27.08.2021"	"11"	NA	"30"	"14"	33.76	"NOR"	0	"28.08.2021"	"11:32:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1574099"	2	"2013"	"M 0027VD"	2021	"23.06.2021"	"11"	NA	"28"	"10"	65.7	"NOR"	0	"24.06.2021"	"18:24:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1577000"	1	"2013"	"M 0001HØ"	2021	"12.09.2021"	"11"	NA	"30"	"08"	75.4	"NOR"	0	"12.09.2021"	"14:18:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1576974"	1	"2013"	"H 0175B"	2021	"11.09.2021"	"11"	NA	"30"	"08"	61.54	"NOR"	0	"12.09.2021"	"15:48:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1575883"	1	"2013"	"H 0002F"	2021	"23.08.2021"	"11"	NA	"34"	"05"	64	"NOR"	0	"24.08.2021"	"08:14:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1574123"	2	"2013"	"SF0001V"	2021	"25.06.2021"	"11"	NA	"28"	"52"	56.2	"NOR"	0	"25.06.2021"	"14:50:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1573634"	2	"2013"	"M 0056MD"	2021	"10.06.2021"	"11"	NA	"08"	"55"	78.39	"NOR"	0	"11.06.2021"	"11:50:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1573865"	2	"2013"	"TR0346ND"	2021	"17.06.2021"	"11"	NA	"08"	"53"	43.8	"NOR"	0	"18.06.2021"	"19:59:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1573922"	2	"2013"	"T 0111T"	2021	"19.06.2021"	"11"	NA	"08"	"53"	37.9	"NOR"	0	"20.06.2021"	"10:26:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1576637"	1	"2013"	"N 0119SO"	2021	"05.09.2021"	"11"	NA	"30"	"09"	54.05	"NOR"	0	"06.09.2021"	"16:14:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1576639"	1	"2013"	"R 0020V"	2021	"05.09.2021"	"11"	NA	"30"	"09"	49.9	"NOR"	0	"06.09.2021"	"13:55:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1576233"	1	"2013"	"SF0001A"	2021	"26.08.2021"	"11"	NA	"30"	"14"	38.55	"NOR"	0	"28.08.2021"	"15:38:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1574320"	2	"2013"	"M 0122HØ"	2021	"02.07.2021"	"11"	NA	"08"	"13"	69.94	"NOR"	0	"03.07.2021"	"08:09:00"	4602	"KINN"	46	"Vestland"	"NOR"	"NORGE"	NA	NA	NA
"1577763"	6	"2013"	"H 0221B"	2021	"30.09.2021"	"51"	NA	"08"	"13"	49.96	"NOR"	0	"01.10.2021"	"07:20:00"	1101	"EIGERSUND"	11	"Rogaland"	"NOR"	"NORGE"	NA	NA	NA
"1572978"	5	"2013"	"R 0007K"	2021	"14.05.2021"	"51"	NA	"41"	"74"	60.4	"NOR"	0	"15.05.2021"	"08:12:00"	1101	"EIGERSUND"	11	"Rogaland"	"NOR"	"NORGE"	NA	NA	NA
"1573064"	4	"2013"	"R 0007K"	2021	"24.05.2021"	"51"	NA	"41"	"74"	60.4	"NOR"	0	"25.05.2021"	"07:42:00"	1101	"EIGERSUND"	11	"Rogaland"	"NOR"	"NORGE"	NA	NA	NA
"1573219"	6	"2013"	"H 0020B"	2021	"29.05.2021"	"51"	NA	"08"	"09"	63.97	"NOR"	0	"30.05.2021"	"11:56:00"	1101	"EIGERSUND"	11	"Rogaland"	"NOR"	"NORGE"	NA	NA	NA
"1573039"	6	"2013"	"T 0055G"	2021	"21.05.2021"	"51"	NA	"41"	"74"	69.99	"NOR"	0	"21.05.2021"	"10:51:00"	1101	"EIGERSUND"	11	"Rogaland"	"NOR"	"NORGE"	NA	NA	NA
"1573900"	2	"2013"	"H 0001O"	2021	"18.06.2021"	"53"	NA	"28"	"11"	68.1	"NOR"	0	"19.06.2021"	"05:59:00"	1101	"EIGERSUND"	11	"Rogaland"	"NOR"	"NORGE"	NA	NA	NA
"1579007"	2	"2013"	"N 0024ME"	2021	"26.10.2021"	"53"	NA	"28"	"51"	67.4	"NOR"	0	"27.10.2021"	"07:18:00"	1101	"EIGERSUND"	11	"Rogaland"	"NOR"	"NORGE"	NA	NA	NA
"1573624"	2	"2013"	"H 0380AV"	2021	"10.06.2021"	"53"	NA	"08"	"06"	70.6	"NOR"	0	"10.06.2021"	"00:24:00"	1101	"EIGERSUND"	11	"Rogaland"	"NOR"	"NORGE"	NA	NA	NA
"1572764"	2	"2013"	"M 0029HØ"	2021	"02.04.2021"	"53"	NA	"43"	"23"	77.5	"NOR"	0	"04.04.2021"	"09:48:00"	1101	"EIGERSUND"	11	"Rogaland"	"NOR"	"NORGE"	NA	NA	NA
"1577556"	2	"2013"	"R 0001K"	2021	"24.09.2021"	"53"	NA	"08"	"07"	65	"NOR"	0	"25.09.2021"	"16:09:00"	1101	"EIGERSUND"	11	"Rogaland"	"NOR"	"NORGE"	NA	NA	NA
